id,title,english_title,type,episodes,status,airing,aired_from,aired_to,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,season,year,studios,genres,themes
28851,Koe no Katachi,A Silent Voice,Movie,1.0,Finished Airing,False,2016-09-17T00:00:00+00:00,,2 hr 10 min,PG-13 - Teens 13 or older,8.93,1699279.0,18,20,2464423,91834,"As a wild youth, elementary school student Shouya Ishida sought to beat boredom in the cruelest ways. When the deaf Shouko Nishimiya transfers into his class, Shouya and the rest of his class thoughtlessly bully her for fun. However, when her mother notifies the school, he is singled out and blamed for everything done to her. With Shouko transferring out of the school, Shouya is left at the mercy of his classmates. He is heartlessly ostracized all throughout elementary and middle school, while teachers turn a blind eye.

Now in his third year of high school, Shouya is still plagued by his wrongdoings as a young boy. Sincerely regretting his past actions, he sets out on a journey of redemption: to meet Shouko once more and make amends.

Koe no Katachi tells the heartwarming tale of Shouya's reunion with Shouko and his honest attempts to redeem himself, all while being continually haunted by the shadows of his past.
 
[Written by MAL Rewrite]",,,['Kyoto Animation'],"['Award Winning', 'Drama']",[]
38524,Shingeki no Kyojin Season 3 Part 2,Attack on Titan Season 3 Part 2,TV,10.0,Finished Airing,False,2019-04-29T00:00:00+00:00,2019-07-01T00:00:00+00:00,23 min per ep,R - 17+ (violence & profanity),9.05,1683677.0,4,21,2428560,60757,"Seeking to restore humanity's diminishing hope, the Survey Corps embark on a mission to retake Wall Maria, where the battle against the merciless ""Titans"" takes the stage once again.

Returning to the tattered Shiganshina District that was once his home, Eren Yeager and the Corps find the town oddly unoccupied by Titans. Even after the outer gate is plugged, they strangely encounter no opposition. The mission progresses smoothly until Armin Arlert, highly suspicious of the enemy's absence, discovers distressing signs of a potential scheme against them. 

Shingeki no Kyojin Season 3 Part 2 follows Eren as he vows to take back everything that was once his. Alongside him, the Survey Corps strive—through countless sacrifices—to carve a path towards victory and uncover the secrets locked away in the Yeager family's basement.

[Written by MAL Rewrite]",spring,2019.0,['Wit Studio'],"['Action', 'Drama', 'Suspense']","['Gore', 'Military', 'Survival']"
1575,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,TV,25.0,Finished Airing,False,2006-10-06T00:00:00+00:00,2007-07-29T00:00:00+00:00,24 min per ep,R - 17+ (violence & profanity),8.7,1456282.0,62,22,2353884,112159,"In the year 2010, the Holy Empire of Britannia is establishing itself as a dominant military nation, starting with the conquest of Japan. Renamed to Area 11 after its swift defeat, Japan has seen significant resistance against these tyrants in an attempt to regain independence.

Lelouch Lamperouge, a Britannian student, unfortunately finds himself caught in a crossfire between the Britannian and the Area 11 rebel armed forces. He is able to escape, however, thanks to the timely appearance of a mysterious girl named C.C., who bestows upon him Geass, the ""Power of Kings."" Realizing the vast potential of his newfound ""power of absolute obedience,"" Lelouch embarks upon a perilous journey as the masked vigilante known as Zero, leading a merciless onslaught against Britannia in order to get revenge once and for all.

[Written by MAL Rewrite]",fall,2006.0,['Sunrise'],"['Action', 'Award Winning', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'School', 'Super Power']"
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,TV,25.0,Finished Airing,False,2016-04-04T00:00:00+00:00,2016-09-19T00:00:00+00:00,26 min per ep,R - 17+ (violence & profanity),8.24,1486149.0,353,23,2325421,71479,"When Subaru Natsuki leaves the convenience store, the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things are not looking good for the bewildered teenager; however, not long after his arrival, he is attacked by some thugs. Armed with only a bag of groceries and a now useless cell phone, he is quickly beaten to a pulp. Fortunately, a mysterious beauty named Satella, in hot pursuit after the one who stole her insignia, happens upon Subaru and saves him. In order to thank the honest and kindhearted girl, Subaru offers to help in her search, and later that night, he even finds the whereabouts of that which she seeks. But unbeknownst to them, a much darker force stalks the pair from the shadows, and just minutes after locating the insignia, Subaru and Satella are brutally murdered.

However, Subaru immediately reawakens to a familiar scene—confronted by the same group of thugs, meeting Satella all over again—the enigma deepens as history inexplicably repeats itself.

[Written by MAL Rewrite]",spring,2016.0,['White Fox'],"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']"
23273,Shigatsu wa Kimi no Uso,Your Lie in April,TV,22.0,Finished Airing,False,2014-10-10T00:00:00+00:00,2015-03-20T00:00:00+00:00,22 min per ep,PG-13 - Teens 13 or older,8.64,1404915.0,81,24,2311341,87862,"Kousei Arima is a child prodigy known as the ""Human Metronome"" for playing the piano with precision and perfection. Guided by a strict mother and rigorous training, Kousei dominates every competition he enters, earning the admiration of his musical peers and praise from audiences. When his mother suddenly passes away, the subsequent trauma makes him unable to hear the sound of a piano, and he never takes the stage thereafter.

Nowadays, Kousei lives a quiet and unassuming life as a junior high school student alongside his friends Tsubaki Sawabe and Ryouta Watari. While struggling to get over his mother's death, he continues to cling to music. His monochrome life turns upside down the day he encounters the eccentric violinist Kaori Miyazono, who thrusts him back into the spotlight as her accompanist. Through a little lie, these two young musicians grow closer together as Kaori tries to fill Kousei's world with color.

[Written by MAL Rewrite]",fall,2014.0,['A-1 Pictures'],"['Drama', 'Romance']","['Love Polygon', 'Music', 'School']"
4224,Toradora!,Toradora!,TV,25.0,Finished Airing,False,2008-10-02T00:00:00+00:00,2009-03-26T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,8.05,1426185.0,607,25,2284795,57559,"Ryuuji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student, who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger.""

One day, an embarrassing mistake causes the two students to cross paths. Ryuuji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yuusaku Kitamura, who happens to be his best friend. But things only get crazier when Ryuuji reveals that he has a crush on Minori Kushieda—Taiga's best friend!

Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.

[Written by MAL Rewrite]",fall,2008.0,['J.C.Staff'],"['Drama', 'Romance']","['Love Polygon', 'School']"
36456,Boku no Hero Academia 3rd Season,My Hero Academia Season 3,TV,25.0,Finished Airing,False,2018-04-07T00:00:00+00:00,2018-09-29T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,7.99,1496199.0,685,26,2279919,12462,"As summer arrives for the students at UA Academy, each of these superheroes-in-training puts in their best efforts to become renowned heroes. They head off to a forest training camp run by UA's pro heroes, where the students face one another in battle and go through dangerous tests, improving their abilities and pushing past their limits. However, their school trip is suddenly turned upside down when the League of Villains arrives, invading the camp with a mission to capture one of the students. 

Boku no Hero Academia 3rd Season follows Izuku ""Deku"" Midoriya, an ambitious student training to achieve his dream of becoming a hero similar to his role model—All Might. Being one of the students caught up amidst the chaos of the villain attack, Deku must take a stand with his classmates and fight for their survival.

[Written by MAL Rewrite]",spring,2018.0,['Bones'],['Action'],"['School', 'Super Power']"
20507,Noragami,Noragami,TV,12.0,Finished Airing,False,2014-01-05T00:00:00+00:00,2014-03-23T00:00:00+00:00,24 min per ep,PG-13 - Teens 13 or older,7.94,1310207.0,762,27,2242110,33978,"In times of need, if you look in the right place, you just may see a strange telephone number scrawled in red. If you call this number, you will hear a young man introduce himself as the Yato God.

Yato is a minor deity and a self-proclaimed ""Delivery God,"" who dreams of having millions of worshippers. Without a single shrine dedicated to his name, however, his goals are far from being realized. He spends his days doing odd jobs for five yen apiece, until his weapon partner becomes fed up with her useless master and deserts him.

Just as things seem to be looking grim for the god, his fortune changes when a middle school girl, Hiyori Iki, supposedly saves Yato from a car accident, taking the hit for him. Remarkably, she survives, but the event has caused her soul to become loose and hence able to leave her body. Hiyori demands that Yato return her to normal, but upon learning that he needs a new partner to do so, reluctantly agrees to help him find one. And with Hiyori's help, Yato's luck may finally be turning around.

[Written by MAL Rewrite]",winter,2014.0,['Bones'],"['Action', 'Supernatural']",['Mythology']
32182,Mob Psycho 100,Mob Psycho 100,TV,12.0,Finished Airing,False,2016-07-11T00:00:00+00:00,2016-09-27T00:00:00+00:00,24 min per ep,PG-13 - Teens 13 or older,8.49,1346900.0,149,28,2196645,51293,"Eighth-grader Shigeo ""Mob"" Kageyama has tapped into his inner wellspring of psychic prowess at a young age. But the power quickly proves to be a liability when he realizes the potential danger in his skills. Choosing to suppress his power, Mob's only present use for his ability is to impress his longtime crush, Tsubomi, who soon grows bored of the same tricks.

In order to effectuate control on his skills, Mob enlists himself under the wing of Arataka Reigen, a con artist claiming to be a psychic, who exploits Mob's powers for pocket change. Now, exorcising evil spirits on command has become a part of Mob's daily, monotonous life. However, the psychic energy he exerts is barely the tip of the iceberg; if his vast potential and unrestrained emotions run berserk, a cataclysmic event that would render him completely unrecognizable will be triggered. The progression toward Mob's explosion is rising and attempting to stop it is futile.

[Written by MAL Rewrite]",summer,2016.0,['Bones'],"['Action', 'Comedy', 'Supernatural']",[]
31043,Boku dake ga Inai Machi,Erased,TV,12.0,Finished Airing,False,2016-01-08T00:00:00+00:00,2016-03-25T00:00:00+00:00,23 min per ep,R - 17+ (violence & profanity),8.3,1419141.0,282,29,2191158,49757,"When tragedy is about to strike, Satoru Fujinuma finds himself sent back several minutes before the accident occurs. The detached, 29-year-old manga artist has taken advantage of this powerful yet mysterious phenomenon, which he calls ""Revival,"" to save many lives.
 
However, when he is wrongfully accused of murdering someone close to him, Satoru is sent back to the past once again, but this time to 1988, 18 years in the past. Soon, he realizes that the murder may be connected to the abduction and killing of one of his classmates, the solitary and mysterious Kayo Hinazuki, that took place when he was a child. This is his chance to make things right.
 
Boku dake ga Inai Machi follows Satoru in his mission to uncover what truly transpired 18 years ago and prevent the death of his classmate while protecting those he cares about in the present.

[Written by MAL Rewrite]",winter,2016.0,['A-1 Pictures'],"['Mystery', 'Suspense']","['Psychological', 'Time Travel']"
22199,Akame ga Kill!,Akame ga Kill!,TV,24.0,Finished Airing,False,2014-07-07T00:00:00+00:00,2014-12-15T00:00:00+00:00,23 min per ep,R - 17+ (violence & profanity),7.47,1359762.0,2078,30,2178262,29907,"Night Raid is the covert assassination branch of the Revolutionary Army, an uprising assembled to overthrow Prime Minister Honest, whose avarice and greed for power has led him to take advantage of the child emperor's inexperience. Without a strong and benevolent leader, the rest of the nation is left to drown in poverty, strife, and ruin. Though the Night Raid members are all experienced killers, they understand that taking lives is far from commendable and that they will likely face retribution as they mercilessly eliminate anyone who stands in the revolution's way.

This merry band of assassins' newest member is Tatsumi, a naïve boy from a remote village who had embarked on a journey to help his impoverished hometown and was won over by not only Night Raid's ideals, but also their resolve. Akame ga Kill! follows Tatsumi as he fights the Empire and comes face-to-face with powerful weapons, enemy assassins, challenges to his own morals and values, and ultimately, what it truly means to be an assassin with a cause.

[Written by MAL Rewrite]",summer,2014.0,['White Fox'],"['Action', 'Fantasy']",['Gore']
40028,Shingeki no Kyojin: The Final Season,Attack on Titan: Final Season,TV,16.0,Finished Airing,False,2020-12-07T00:00:00+00:00,2021-03-29T00:00:00+00:00,23 min per ep,R - 17+ (violence & profanity),8.78,1420375.0,38,31,2139914,52991,"Gabi Braun and Falco Grice have been training their entire lives to inherit one of the seven Titans under Marley's control and aid their nation in eradicating the Eldians on Paradis. However, just as all seems well for the two cadets, their peace is suddenly shaken by the arrival of Eren Yeager and the remaining members of the Survey Corps.

Having finally reached the Yeager family basement and learned about the dark history surrounding the Titans, the Survey Corps has at long last found the answer they so desperately fought to uncover. With the truth now in their hands, the group set out for the world beyond the walls.

In Shingeki no Kyojin: The Final Season, two utterly different worlds collide as each party pursues its own agenda in the long-awaited conclusion to Paradis' fight for freedom.

[Written by MAL Rewrite]",winter,2021.0,['MAPPA'],"['Action', 'Drama', 'Suspense']","['Gore', 'Military', 'Survival']"
6547,Angel Beats!,Angel Beats!,TV,13.0,Finished Airing,False,2010-04-03T00:00:00+00:00,2010-06-26T00:00:00+00:00,26 min per ep,PG-13 - Teens 13 or older,8.05,1315079.0,610,32,2137426,49441,"Death is one of many mysteries that has left humanity in the dark since the dawn of time. However, the burning question of what happens to the soul after one dies is soon answered to 17-year-old Yuzuru Otonashi. Waking up with no previous memories in a dimension between life and death, he discovers the unsettling truth of the afterlife.  

Taking the form of a high school, this bizarre dimension is designated to shelter those who died unwanted deaths. Feeling wronged by God during their earthly lives, the school's residents have decided to form the Afterlife Battlefront—a rebellious faction determined to oppose their god-like student council president, Kanade ""Angel"" Tachibana. The group's leader, Yuri Nakamura, recruits Otonashi in their fight against Angel in order to take control of their own lives. However, questioning the morality behind their actions, Otonashi takes a step behind the enemy lines to understand the opposing side of their common fate.

[Written by MAL Rewrite]",spring,2010.0,['P.A. Works'],"['Drama', 'Fantasy']",['School']
23755,Nanatsu no Taizai,The Seven Deadly Sins,TV,24.0,Finished Airing,False,2014-10-05T00:00:00+00:00,2015-03-29T00:00:00+00:00,24 min per ep,PG-13 - Teens 13 or older,7.62,1386250.0,1538,33,2132641,19305,"In a world similar to the European Middle Ages, the feared yet revered Holy Knights of Britannia use immensely powerful magic to protect the region of Britannia and its kingdoms. However, a small subset of the Knights supposedly betrayed their homeland and turned their blades against their comrades in an attempt to overthrow the ruler of Liones. They were defeated by the Holy Knights, but rumors continued to persist that these legendary knights, called the ""Seven Deadly Sins,"" were still alive. Ten years later, the Holy Knights themselves staged a coup d’état, and thus became the new, tyrannical rulers of the Kingdom of Liones.

Based on the best-selling manga series of the same name, Nanatsu no Taizai follows the adventures of Elizabeth, the third princess of the Kingdom of Liones, and her search for the Seven Deadly Sins. With their help, she endeavors to not only take back her kingdom from the Holy Knights, but to also seek justice in an unjust world.
 
[Written by MAL Rewrite]",fall,2014.0,['A-1 Pictures'],"['Action', 'Adventure', 'Fantasy']",[]
24833,Ansatsu Kyoushitsu,Assassination Classroom,TV,22.0,Finished Airing,False,2015-01-10T00:00:00+00:00,2015-06-20T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,8.08,1247952.0,557,34,2115149,30610,"Tucked in the mountains near the elite Kunugigaoka Middle School lies a small derelict building that houses the delinquents and dropouts of Class 3-E. Looked down upon by their peers, the students in this class appear to have little hope in advancing their academic careers. That is, until the national government tasks them with eliminating the greatest threat to their planet: their new teacher. 

Having already destroyed the moon, the octopus-like professor—dubbed ""Koro-sensei""—has now threatened to destroy the Earth by March of the following year. In light of their mission, the students have found that killing him is easier said than done. Not only can Koro-sensei move at speeds of up to Mach 20, but he can also resist almost every earthly weapon. Ironically, he also proves to be one of the best teachers Class 3-E has ever had. Training the class to excel in both their studies as students and skills as assassins, Koro-sensei is confident that his students' ingenuity and indomitable will could return them to the main campus. 

Through trial and error, Nagisa Shiota, as well as the other students of Class 3-E, must figure out Koro-sensei's weaknesses—and fast, for the very fate of the world depends upon it.

[Written by MAL Rewrite]",winter,2015.0,['Lerche'],"['Action', 'Comedy']",['School']
269,Bleach,Bleach,TV,366.0,Finished Airing,False,2004-10-05T00:00:00+00:00,2012-03-27T00:00:00+00:00,24 min per ep,PG-13 - Teens 13 or older,7.97,1194583.0,707,35,2085348,78465,"Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow, a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki, who gets injured while protecting Ichigo's family from the assailant. To save his family, Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result.

However, as Rukia is unable to regain her powers, Ichigo is given the daunting task of hunting down the Hollows that plague their town. However, he is not alone in his fight, as he is later joined by his friends—classmates Orihime Inoue, Yasutora Sado, and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world.

[Written by MAL Rewrite]",fall,2004.0,['Pierrot'],"['Action', 'Adventure', 'Supernatural']",[]
10620,Mirai Nikki (TV),The Future Diary,TV,26.0,Finished Airing,False,2011-10-09T00:00:00+00:00,2012-04-15T00:00:00+00:00,23 min per ep,R+ - Mild Nudity,7.39,1244260.0,2449,36,2075309,30781,"Yukiteru Amano is a shy middle schooler who regularly keeps track of what he does in his daily life by writing down all of his activities on his phone—a digital diary. Despite having no friends at school, Yukiteru is frequently seen talking to his supposedly imaginary friends Deus Ex Machina, the god of time and space; and Deus' servant, Mur Mur.

One day, Yukiteru wakes up and discovers that certain events of his day are preemptively displayed on his cellphone. While initially dismissing it as a coincidence, he slowly realizes that the incidents written in his phone actually take place in the near future. After spending the day benefiting from this new asset, Yukiteru learns that his classmate Yuno Gasai possesses a similar diary.

As the two team up to defeat an odd pursuer and head back to their respective homes, Deus Ex Machina explains that they—alongside 10 other contestants—have been drawn into a survival game whose victor will become the deity's successor. With no other options, Yukiteru and Yuno must use their cellphones—now called ""Future Diaries""—to survive this unforgiving battle royale.

[Written by MAL Rewrite]",fall,2011.0,['asread.'],"['Action', 'Supernatural', 'Suspense']","['Gore', 'High Stakes Game', 'Psychological', 'Survival']"
20583,Haikyuu!!,Haikyu!!,TV,25.0,Finished Airing,False,2014-04-06T00:00:00+00:00,2014-09-21T00:00:00+00:00,24 min per ep,PG-13 - Teens 13 or older,8.44,1287171.0,174,37,2071666,76150,"Ever since having witnessed the ""Little Giant"" and his astonishing skills on the volleyball court, Shouyou Hinata has been bewitched by the dynamic nature of the sport. Even though his attempt to make his debut as a volleyball regular during a middle school tournament went up in flames, he longs to prove that his less-than-impressive height ceases to be a hindrance in the face of his sheer will and perseverance.

When Hinata enrolls in Karasuno High School, the Little Giant's alma mater, he believes that he is one step closer to his goal of becoming a professional volleyball player. Although the school only retains a shadow of its former glory, Hinata's conviction isn't shaken until he learns that Tobio Kageyama—the prodigy who humiliated Hinata's middle school volleyball team in a crushing defeat—is now his teammate.

To fulfill his desire of leaving a mark on the realm of volleyball—so often regarded as the domain of the tall and the strong—Hinata must smooth out his differences with Kageyama. Only when Hinata learns what it takes to be a part of a team will he be able to join the race to the top in earnest.

[Written by MAL Rewrite]",spring,2014.0,['Production I.G'],['Sports'],"['School', 'Team Sports']"
37779,Yakusoku no Neverland,The Promised Neverland,TV,12.0,Finished Airing,False,2019-01-11T00:00:00+00:00,2019-03-29T00:00:00+00:00,22 min per ep,R - 17+ (violence & profanity),8.48,1341626.0,154,38,2060713,32679,"Surrounded by a forest and a gated entrance, the Grace Field House is inhabited by orphans happily living together as one big family, looked after by their ""Mama,"" Isabella. Although they are required to take tests daily, the children are free to spend their time as they see fit, usually playing outside, as long as they do not venture too far from the orphanage—a rule they are expected to follow no matter what. However, all good times must come to an end, as every few months, a child is adopted and sent to live with their new family, never to be heard from again.

However, the three oldest siblings have their suspicions about what is actually happening at the orphanage, and they are about to discover the cruel fate that awaits the children living at Grace Field, including the twisted nature of their beloved Mama.

[Written by MAL Rewrite]",winter,2019.0,['CloverWorks'],"['Mystery', 'Suspense']","['Psychological', 'Survival']"
30831,Kono Subarashii Sekai ni Shukufuku wo!,KonoSuba: God's Blessing on This Wonderful World!,TV,10.0,Finished Airing,False,2016-01-14T00:00:00+00:00,2016-03-17T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,8.1,1330770.0,527,39,2060087,46545,"After dying a laughable and pathetic death on his way back from buying a game, high school student and recluse Kazuma Satou finds himself sitting before a beautiful but obnoxious goddess named Aqua. She provides the NEET with two options: continue on to heaven or reincarnate in every gamer's dream—a real fantasy world! Choosing to start a new life, Kazuma is quickly tasked with defeating a Demon King who is terrorizing villages. But before he goes, he can choose one item of any kind to aid him in his quest, and the future hero selects Aqua. But Kazuma has made a grave mistake—Aqua is completely useless!

Unfortunately, their troubles don't end here; it turns out that living in such a world is far different from how it plays out in a game. Instead of going on a thrilling adventure, the duo must first work to pay for their living expenses. Indeed, their misfortunes have only just begun!

[Written by MAL Rewrite]",winter,2016.0,['Studio Deen'],"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody']"
21881,Sword Art Online II,Sword Art Online II,TV,24.0,Finished Airing,False,2014-07-05T00:00:00+00:00,2014-12-20T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,6.71,1372918.0,5892,40,2046274,9457,"A year after escaping Sword Art Online, Kazuto Kirigaya has been settling back into the real world. However, his peace is short-lived as a new incident occurs in a game called Gun Gale Online, where a player by the name of Death Gun appears to be killing people in the real world by shooting them in-game. Approached by officials to assist in investigating the murders, Kazuto assumes his persona of Kirito once again and logs into Gun Gale Online, intent on stopping the killer.

Once inside, Kirito meets Sinon, a highly skilled sniper afflicted by a traumatic past. She is soon dragged in his chase after Death Gun, and together they enter the Bullet of Bullets, a tournament where their target is sure to appear. Uncertain of Death Gun's real powers, Kirito and Sinon race to stop him before he has the chance to claim another life. Not everything goes smoothly, however, as scars from the past impede their progress. In a high-stakes game where the next victim could easily be one of them, Kirito puts his life on the line in the virtual world once more.

[Written by MAL Rewrite]",summer,2014.0,['A-1 Pictures'],"['Action', 'Adventure', 'Fantasy', 'Romance']","['Love Polygon', 'Video Game']"
9919,Ao no Exorcist,Blue Exorcist,TV,25.0,Finished Airing,False,2011-04-17T00:00:00+00:00,2011-10-02T00:00:00+00:00,24 min per ep,PG-13 - Teens 13 or older,7.48,1190148.0,2064,41,1996223,17095,"Humans and demons are two sides of the same coin, as are Assiah and Gehenna, their respective worlds. The only way to travel between the realms is by the means of possession, like in ghost stories. However, Satan, the ruler of Gehenna, cannot find a suitable host to possess and therefore, remains imprisoned in his world. In a desperate attempt to conquer Assiah, he sends his son instead, intending for him to eventually grow into a vessel capable of possession by the demon king.

Ao no Exorcist follows Rin Okumura who appears to be an ordinary, somewhat troublesome teenager—that is until one day he is ambushed by demons. His world turns upside down when he discovers that he is in fact the very son of Satan and that his demon father wishes for him to return so they can conquer Assiah together. Not wanting to join the king of Gehenna, Rin decides to begin training to become an exorcist so that he can fight to defend Assiah alongside his brother Yukio.

[Written by MAL Rewrite]",spring,2011.0,['A-1 Pictures'],"['Action', 'Supernatural']","['Mythology', 'School']"
1,Cowboy Bebop,Cowboy Bebop,TV,26.0,Finished Airing,False,1998-04-03T00:00:00+00:00,1999-04-24T00:00:00+00:00,24 min per ep,R - 17+ (violence & profanity),8.75,1011750.0,47,42,1959154,86038,"Crime is timeless. By the year 2071, humanity has expanded across the galaxy, filling the surface of other planets with settlements like those on Earth. These new societies are plagued by murder, drug use, and theft, and intergalactic outlaws are hunted by a growing number of tough bounty hunters.

Spike Spiegel and Jet Black pursue criminals throughout space to make a humble living. Beneath his goofy and aloof demeanor, Spike is haunted by the weight of his violent past. Meanwhile, Jet manages his own troubled memories while taking care of Spike and the Bebop, their ship. The duo is joined by the beautiful con artist Faye Valentine, odd child Edward Wong Hau Pepelu Tivrusky IV, and Ein, a bioengineered Welsh corgi.

While developing bonds and working to catch a colorful cast of criminals, the Bebop crew's lives are disrupted by a menace from Spike's past. As a rival's maniacal plot continues to unravel, Spike must choose between life with his newfound family or revenge for his old wounds.

[Written by MAL Rewrite]",spring,1998.0,['Sunrise'],"['Action', 'Award Winning', 'Sci-Fi']","['Adult Cast', 'Space']"
22535,Kiseijuu: Sei no Kakuritsu,Parasyte: The Maxim,TV,24.0,Finished Airing,False,2014-10-09T00:00:00+00:00,2015-03-26T00:00:00+00:00,23 min per ep,R - 17+ (violence & profanity),8.32,1205174.0,261,43,1956030,35837,"All of a sudden, they arrived: parasitic aliens that descended upon Earth and quickly infiltrated humanity by burrowing into the brains of vulnerable targets. These insatiable beings acquire full control of their host and are able to morph into a variety of forms in order to feed on unsuspecting prey.
 
Sixteen-year-old high school student Shinichi Izumi falls victim to one of these parasites, but it fails to take over his brain, ending up in his right hand instead. Unable to relocate, the parasite, now named Migi, has no choice but to rely on Shinichi in order to stay alive. Thus, the pair is forced into an uneasy coexistence and must defend themselves from hostile parasites that hope to eradicate this new threat to their species.

[Written by MAL Rewrite]",fall,2014.0,['Madhouse'],"['Action', 'Horror', 'Sci-Fi', 'Suspense']","['Gore', 'Psychological']"
199,Sen to Chihiro no Kamikakushi,Spirited Away,Movie,1.0,Finished Airing,False,2001-07-20T00:00:00+00:00,,2 hr 4 min,PG - Children,8.77,1355502.0,39,44,1940606,34060,"Stubborn, spoiled, and naïve, 10-year-old Chihiro Ogino is less than pleased when she and her parents discover an abandoned amusement park on the way to their new house. Cautiously venturing inside, she realizes that there is more to this place than meets the eye, as strange things begin to happen once dusk falls. Ghostly apparitions and food that turns her parents into pigs are just the start—Chihiro has unwittingly crossed over into the spirit world. Now trapped, she must summon the courage to live and work amongst spirits, with the help of the enigmatic Haku and the cast of unique characters she meets along the way.

Vivid and intriguing, Sen to Chihiro no Kamikakushi tells the story of Chihiro's journey through an unfamiliar world as she strives to save her parents and return home.

[Written by MAL Rewrite]",,,['Studio Ghibli'],"['Adventure', 'Award Winning', 'Fantasy']",['Mythology']
30,Shinseiki Evangelion,Neon Genesis Evangelion,TV,26.0,Finished Airing,False,1995-10-04T00:00:00+00:00,1996-03-27T00:00:00+00:00,24 min per ep,PG-13 - Teens 13 or older,8.36,1145456.0,233,45,1915852,111435,"Fifteen years after a cataclysmic event known as the Second Impact, the world faces a new threat: monstrous celestial beings called Angels invade Tokyo-3 one by one. Mankind is unable to defend themselves against the Angels despite utilizing their most advanced munitions and military tactics. The only hope for human salvation rests in the hands of NERV, a mysterious organization led by the cold Gendou Ikari. NERV operates giant humanoid robots dubbed ""Evangelions"" to combat the Angels with state-of-the-art advanced weaponry and protective barriers known as Absolute Terror Fields.

Years after being abandoned by his father, Shinji Ikari, Gendou's 14-year-old son, returns to Tokyo-3. Shinji undergoes a perpetual internal battle against the deeply buried trauma caused by the loss of his mother and the emotional neglect he suffered at the hands of his father. Terrified to open himself up to another, Shinji's life is forever changed upon meeting 29-year-old Misato Katsuragi, a high-ranking NERV officer who shows him a free-spirited maternal kindness he has never experienced.

A devastating Angel attack forces Shinji into action as Gendou reveals his true motive for inviting his son back to Tokyo-3: Shinji is the only child capable of efficiently piloting Evangelion Unit-01, a new robot that synchronizes with his biometrics. Despite the brutal psychological trauma brought about by piloting an Evangelion, Shinji defends Tokyo-3 against the angelic threat, oblivious to his father's dark machinations.

[Written by MAL Rewrite]",fall,1995.0,"['Gainax', 'Tatsunoko Production']","['Action', 'Avant Garde', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']","['Mecha', 'Psychological']"
33352,Violet Evergarden,Violet Evergarden,TV,13.0,Finished Airing,False,2018-01-11T00:00:00+00:00,2018-04-05T00:00:00+00:00,24 min per ep,PG-13 - Teens 13 or older,8.68,1030517.0,70,46,1886210,65330,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning.

Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memory Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery.

[Written by MAL Rewrite]",winter,2018.0,['Kyoto Animation'],['Drama'],[]
